key,value
tab10_lin9_col5,
tab10_lin9_col6,
tab10_lin9_col7,
tab10_lin9_col8,
tab10_lin9_col9,
tab10_lin9_col10,
tab10_lin10_col0,    
tab10_lin10_col1,"CCROB6 IPCA + 6,4370 - 15/01/2036"
tab10_lin10_col2,"-1,48929909476"
tab10_lin10_col3,"4,85837239194"
tab10_lin10_col4,"1,43423433935"
tab10_lin10_col5,"0,25256437475"
tab10_lin10_col6,"9,55916411896"
tab10_lin10_col7,"30,5295821408"
tab10_lin10_col8,nd
tab10_lin10_col9,"0,395261305894"
tab10_lin10_col10,10/08/2022
tab10_lin11_col0,    
tab10_lin11_col1,Fundos
tab10_lin11_col2,
tab10_lin11_col3,
tab10_lin11_col4,
tab10_lin11_col5,
tab10_lin11_col6,
tab10_lin11_col7,
tab10_lin11_col8,
tab10_lin11_col9,
tab10_lin11_col10,
tab10_lin12_col0,    
tab10_lin12_col1,Absolute Hidra Ipca FI Em Cotas de FI MM Créd Priv 
tab10_lin12_col2,"0,597591811145"
tab10_lin12_col3,"0,502643451817"
tab10_lin12_col4,nd
tab10_lin12_col5,nd
tab10_lin12_col6,nd
tab10_lin12_col7,nd
tab10_lin12_col8,nd
tab10_lin12_col9,"0,502643451817"
tab10_lin12_col10,13/08/2024
tab10_lin13_col0,    
tab10_lin13_col1,Absolute Pace Long Biased FICFIA 
tab10_lin13_col2,"0,389032754708"
tab10_lin13_col3,"6,96627328141"
tab10_lin13_col4,"13,4235455115"
tab10_lin13_col5,"4,11185387684"
tab10_lin13_col6,nd
tab10_lin13_col7,nd
tab10_lin13_col8,nd
tab10_lin13_col9,"5,90241973689"
tab10_lin13_col10,29/01/2024
tab10_lin14_col0,    
tab10_lin14_col1,Atmos Atmr Match Ekho Fo FI Em Cotas de FI Financeiro Em Açõ 
tab10_lin14_col2,"0,479510122837"
tab10_lin14_col3,"6,65840850026"
tab10_lin14_col4,"11,6398463517"
tab10_lin14_col5,"4,6943895874"
tab10_lin14_col6,nd
tab10_lin14_col7,nd
tab10_lin14_col8,nd
tab10_lin14_col9,"6,32501686071"
tab10_lin14_col10,29/02/2024
tab10_lin15_col0,    
tab10_lin15_col1,BTG Pactual Digital Tesouro Selic Simples FI RF 
tab10_lin15_col2,"0,551526072201"
tab10_lin15_col3,"7,7661205"
tab10_lin15_col4,"2,61470118048"
tab10_lin15_col5,"5,24527045399"
tab10_lin15_col6,nd
tab10_lin15_col7,nd
tab10_lin15_col8,nd
tab10_lin15_col9,"1,52225328799"
tab10_lin15_col10,30/11/2023
tab10_lin16_col0,    
tab10_lin16_col1,BTG Pactual Tesouro Ipca Curto FI RF Ref 
tab10_lin16_col2,"0,277768487354"
tab10_lin16_col3,"4,09969831256"
tab10_lin16_col4,"1,84695192826"
tab10_lin16_col5,"3,08167281886"
tab10_lin16_col6,nd
tab10_lin16_col7,nd
tab10_lin16_col8,nd
tab10_lin16_col9,"0,939649311088"
tab10_lin16_col10,26/01/2024
tab10_lin17_col0,    
tab10_lin17_col1,BTG Pactual Tesouro Selic FI RF Ref DI 
tab10_lin17_col2,"0,549677030564"
tab10_lin17_col3,"0,787709464641"
tab10_lin17_col4,nd
tab10_lin17_col5,nd
tab10_lin17_col6,nd
tab10_lin17_col7,nd
tab10_lin17_col8,nd
tab10_lin17_col9,"0,787709464641"
tab10_lin17_col10,22/08/2024
tab10_lin18_col0,    
tab10_lin18_col1,Ekho ALPha Optimal Vol FI Em Cotas de FI Financeiro MM Créd  
tab10_lin18_col2,"3,04572437343"
tab10_lin18_col3,"5,17908943323"
tab10_lin18_col4,"5,5356366922"
tab10_lin18_col5,"3,29403528463"
tab10_lin18_col6,nd
tab10_lin18_col7,nd
tab10_lin18_col8,nd
tab10_lin18_col9,"2,49283240918"
tab10_lin18_col10,16/01/2024
tab10_lin19_col0,    
tab10_lin19_col1,Jive Distressed & Special Sits Iv Institutional FIC Fim Cp I 
tab10_lin19_col2,"0,494614004053"
tab10_lin19_col3,"3,30200651242"
tab10_lin19_col4,nd
tab10_lin19_col5,nd
tab10_lin19_col6,nd
tab10_lin19_col7,nd
tab10_lin19_col8,nd
tab10_lin19_col9,"3,10705654505"
tab10_lin19_col10,16/07/2024
tab10_lin20_col0,    
tab10_lin20_col1,Jive Distressed & Special Sits Iv Institutional FIC Firf Ref 
tab10_lin20_col2,"0,542525425478"
tab10_lin20_col3,"2,66288619258"
tab10_lin20_col4,"1,76109768394"
tab10_lin20_col5,nd
tab10_lin20_col6,nd
tab10_lin20_col7,nd
tab10_lin20_col8,nd
tab10_lin20_col9,"1,16478255573"
tab10_lin20_col10,21/05/2024
tab10_lin21_col0,    
tab10_lin21_col1,Kapitalo Zeta Merídia FICFIs MM 
tab10_lin21_col2,"2,35115019514"
tab10_lin21_col3,"9,46487505011"
tab10_lin21_col4,"9,28134282865"
tab10_lin21_col5,"5,49784020701"
tab10_lin21_col6,nd
tab10_lin21_col7,nd
tab10_lin21_col8,nd
tab10_lin21_col9,"7,31365392208"
tab10_lin21_col10,28/12/2023
tab10_lin22_col0,    
tab10_lin22_col1,Lumina Feeder Brasil II FI Financeiro 
tab10_lin22_col2,"-0,197317595239"
tab10_lin22_col3,"-0,197317595239"
tab10_lin22_col4,nd
tab10_lin22_col5,nd
tab10_lin22_col6,nd
tab10_lin22_col7,nd
tab10_lin22_col8,nd
tab10_lin22_col9,"-0,197317595239"
tab10_lin22_col10,02/09/2024
tab10_lin23_col0,    
tab10_lin23_col1,Perfin Space X FI Em  Participações Em Infraestrutura _unica
tab10_lin23_col2,"-0,068696415643"
tab10_lin23_col3,"289,6218809"
tab10_lin23_col4,"-15,0225198902"
tab10_lin23_col5,"-15,3432477544"
tab10_lin23_col6,"287,79419911"
tab10_lin23_col7,nd
tab10_lin23_col8,nd
tab10_lin23_col9,"-14,9079040369"
tab10_lin23_col10,14/11/2022
tab10_lin24_col0,    
tab10_lin24_col1,Perfin Voyager FI Em Participações Em Infraestrutura _unica
tab10_lin24_col2,"0,0193011145892"
tab10_lin24_col3,"72,5494229511"
tab10_lin24_col4,"-7,6868908125"
tab10_lin24_col5,"-8,12899522384"
tab10_lin24_col6,"80,9546174066"
tab10_lin24_col7,nd
tab10_lin24_col8,nd
tab10_lin24_col9,"-7,76389847048"
tab10_lin24_col10,14/10/2022
tab10_lin25_col0,    
tab10_lin25_col1,Real Investor FICFI MM 
tab10_lin25_col2,"0,918157797062"
tab10_lin25_col3,"1,21344361852"
tab10_lin25_col4,nd
tab10_lin25_col5,nd
tab10_lin25_col6,nd
tab10_lin25_col7,nd
tab10_lin25_col8,nd
tab10_lin25_col9,"1,21344361852"
tab10_lin25_col10,21/08/2024
tab10_lin26_col0,    
tab10_lin26_col1,Spx Falcon 2 FICFIA 
tab10_lin26_col2,"-0,197812959134"
tab10_lin26_col3,"-1,47141817637"
tab10_lin26_col4,nd
tab10_lin26_col5,nd
tab10_lin26_col6,nd
tab10_lin26_col7,nd
tab10_lin26_col8,nd
tab10_lin26_col9,"-1,47141817637"
tab10_lin26_col10,26/08/2024
tab10_lin27_col0,    
tab10_lin27_col1,Spx Raptor Ekho Fo FICFI MM Créd Priv Ie 
tab10_lin27_col2,"2,30080916272"
tab10_lin27_col3,"8,93845051567"
tab10_lin27_col4,"11,4743944215"
tab10_lin27_col5,"9,0191640405"
tab10_lin27_col6,nd
tab10_lin27_col7,nd
tab10_lin27_col8,nd
tab10_lin27_col9,"8,77775200785"
tab10_lin27_col10,27/12/2023
tab10_lin28_col0,    
tab10_lin28_col1,Trend DI FICFI RF Simples 
tab10_lin28_col2,"0,039182275781"
tab10_lin28_col3,"0,039182275781"
tab10_lin28_col4,nd
tab10_lin28_col5,nd
tab10_lin28_col6,nd
tab10_lin28_col7,nd
tab10_lin28_col8,nd
tab10_lin28_col9,"0,039182275781"
tab10_lin28_col10,16/09/2024
tab10_lin29_col0,    
tab10_lin29_col1,Trend Inb FICFI RF Simples 
tab10_lin29_col2,"0,0857706897964"
tab10_lin29_col3,"0,0857706897964"
tab10_lin29_col4,nd
tab10_lin29_col5,nd
tab10_lin29_col6,nd
tab10_lin29_col7,nd
tab10_lin29_col8,nd
tab10_lin29_col9,"0,0857706897964"
tab10_lin29_col10,17/09/2024
tab10_lin30_col0,    
tab10_lin30_col1,Valora Horizon High Yield FICFI MM Créd Priv 
tab10_lin30_col2,"0,790447036015"
tab10_lin30_col3,"9,28855864352"
tab10_lin30_col4,"3,39765115961"
tab10_lin30_col5,"6,31917610818"
tab10_lin30_col6,nd
tab10_lin30_col7,nd
tab10_lin30_col8,nd
tab10_lin30_col9,"1,99055151039"
tab10_lin30_col10,28/12/2023
tab10_lin31_col0,    
tab10_lin31_col1,We Crédito I FI MM IE Créd Priv 
tab10_lin31_col2,"0,855518144112"
tab10_lin31_col3,"15,0911478567"
tab10_lin31_col4,"7,80009645937"
tab10_lin31_col5,"11,2343338757"
tab10_lin31_col6,nd
tab10_lin31_col7,nd
tab10_lin31_col8,nd
tab10_lin31_col9,"6,23625555883"
tab10_lin31_col10,20/12/2023
tab10_lin32_col0,    
tab10_lin32_col1,We Crédito II FI MM IE Créd Priv 
tab10_lin32_col2,"0,790214326684"
tab10_lin32_col3,"10,187088327"
tab10_lin32_col4,"3,57045727406"
tab10_lin32_col5,"7,21338025367"
tab10_lin32_col6,nd
tab10_lin32_col7,nd
tab10_lin32_col8,nd
tab10_lin32_col9,"2,06350393999"
tab10_lin32_col10,20/12/2023
tab10_lin33_col0,    
tab10_lin33_col1,We Iliquidos II FI MM Créd Priv IE 
tab10_lin33_col2,"0,223892888878"
tab10_lin33_col3,"16,4752939335"
tab10_lin33_col4,"-0,146073119472"
tab10_lin33_col5,"1,28729006784"
tab10_lin33_col6,nd
tab10_lin33_col7,nd
tab10_lin33_col8,nd
tab10_lin33_col9,"-1,2798419035"
tab10_lin33_col10,20/12/2023
tab10_lin34_col0,    
tab10_lin34_col1,We Ilíquidos I FI MM Créd Priv IE 
tab10_lin34_col2,"0,190077231151"
tab10_lin34_col3,"7,10297329043"
tab10_lin34_col4,"1,5993289151"
tab10_lin34_col5,"6,04271297437"
tab10_lin34_col6,nd
tab10_lin34_col7,nd
tab10_lin34_col8,nd
tab10_lin34_col9,"0,99778673571"
tab10_lin34_col10,20/12/2023
tab10_lin35_col0,    
tab10_lin35_col1,We Ilíquidos IIi FI MM Créd Priv IE 
tab10_lin35_col2,"0,497298594295"
tab10_lin35_col3,"7,47787114531"
tab10_lin35_col4,"2,40466120771"
tab10_lin35_col5,"4,9737825241"
tab10_lin35_col6,nd
tab10_lin35_col7,nd
tab10_lin35_col8,nd
tab10_lin35_col9,"1,38460058643"
tab10_lin35_col10,20/12/2023
tab10_lin36_col0,    
tab10_lin36_col1,We Rfw FI MM Créd Priv IE 
tab10_lin36_col2,"-0,25953952909"
tab10_lin36_col3,"1,1748419983"
tab10_lin36_col4,"1,54878031136"
tab10_lin36_col5,nd
tab10_lin36_col6,nd
tab10_lin36_col7,nd
tab10_lin36_col8,nd
tab10_lin36_col9,"0,652881813513"
tab10_lin36_col10,31/05/2024
tab10_lin37_col0,    
tab10_lin37_col1,Genérico
tab10_lin37_col2,
tab10_lin37_col3,
tab10_lin37_col4,
tab10_lin37_col5,
tab10_lin37_col6,
tab10_lin37_col7,
tab10_lin37_col8,
tab10_lin37_col9,
tab10_lin37_col10,
tab10_lin38_col0,    
tab10_lin38_col1,Absolute Hidra Cdi FI Em Cotas de Fundos Incentivados de Inv
tab10_lin38_col2,"0,90824771383"
tab10_lin38_col3,"10,1448793779"
tab10_lin38_col4,"3,9855762574"
tab10_lin38_col5,"7,84080867379"
tab10_lin38_col6,nd
tab10_lin38_col7,nd
tab10_lin38_col8,nd
tab10_lin38_col9,"2,31293237515"
tab10_lin38_col10,31/01/2024
tab10_lin39_col0,    
tab10_lin39_col1,Jgp Debêntures Incentivadas Juros Reais Conservador FI Em Co
tab10_lin39_col2,"0,725317604167"
tab10_lin39_col3,"9,36183808424"
tab10_lin39_col4,"4,23966867555"
tab10_lin39_col5,"4,72273283258"
tab10_lin39_col6,nd
tab10_lin39_col7,nd
tab10_lin39_col8,nd
tab10_lin39_col9,"2,46478092447"
tab10_lin39_col10,18/01/2024
tab10_lin40_col0,    
tab10_lin40_col1,PFIN11
tab10_lin40_col2,"-0,225165562914"
tab10_lin40_col3,"7,99201109424"
tab10_lin40_col4,"-0,225165562915"
tab10_lin40_col5,"0,703520390863"
tab10_lin40_col6,"11,1258521967"
tab10_lin40_col7,"22,3297444342"
tab10_lin40_col8,nd
tab10_lin40_col9,"0,574098798398"
tab10_lin40_col10,22/08/2022
tab10_lin41_col0,    
tab10_lin41_col1,PPEI11
tab10_lin41_col2,"-1,5625"
tab10_lin41_col3,"9,7151530515"
tab10_lin41_col4,"-0,54725320985"
tab10_lin41_col5,"0,67834017416"
tab10_lin41_col6,"14,6987250711"
tab10_lin41_col7,"28,7030406991"
tab10_lin41_col8,nd
tab10_lin41_col9,"-0,0105808909109"
tab10_lin41_col10,22/08/2022
tab10_lin42_col0,    
tab10_lin42_col1,Previdência
tab10_lin42_col2,
tab10_lin42_col3,
tab10_lin42_col4,
tab10_lin42_col5,
tab10_lin42_col6,
tab10_lin42_col7,
tab10_lin42_col8,
tab10_lin42_col9,
tab10_lin42_col10,
tab10_lin43_col0,    
tab10_lin43_col1,Acs Absolute Vertex Prev FI MM 
tab10_lin43_col2,"0,417559795369"
tab10_lin43_col3,"6,25416036748"
tab10_lin43_col4,"4,06951998946"
tab10_lin43_col5,"4,95588688771"
tab10_lin43_col6,nd
tab10_lin43_col7,nd
tab10_lin43_col8,nd
tab10_lin43_col9,"1,77200313247"
tab10_lin43_col10,01/02/2024
tab10_lin44_col0,    
tab10_lin44_col1,Acs Absolute Vertex Prev FI MM 
tab10_lin44_col2,"0,417559795369"
tab10_lin44_col3,"0,345739963305"
tab10_lin44_col4,nd
tab10_lin44_col5,nd
tab10_lin44_col6,nd
tab10_lin44_col7,nd
tab10_lin44_col8,nd
tab10_lin44_col9,"0,345739963305"
tab10_lin44_col10,27/08/2024
tab10_lin45_col0,    
tab10_lin45_col1,Renda Fixa
tab10_lin45_col2,
tab10_lin45_col3,
tab10_lin45_col4,
tab10_lin45_col5,
tab10_lin45_col6,
tab10_lin45_col7,
tab10_lin45_col8,
tab10_lin45_col9,
tab10_lin45_col10,
tab10_lin46_col0,    
tab10_lin46_col1,CDB BANCO ITAU 100% do CDI Venc 14/02/2029
tab10_lin46_col2,"0,551185547949"
tab10_lin46_col3,"5,62408523415"
tab10_lin46_col4,"2,58489250681"
tab10_lin46_col5,"5,23805461584"
tab10_lin46_col6,nd
tab10_lin46_col7,nd
tab10_lin46_col8,nd
tab10_lin46_col9,"1,50315245933"
tab10_lin46_col10,08/03/2024
tab10_lin47_col0,    
tab10_lin47_col1,CDB BANCO ITAU 100% do CDI Vencto 03/07/2029
tab10_lin47_col2,"0,551185545768"
tab10_lin47_col3,"1,50315245598"
tab10_lin47_col4,nd
tab10_lin47_col5,nd
tab10_lin47_col6,nd
tab10_lin47_col7,nd
tab10_lin47_col8,nd
tab10_lin47_col9,"1,50315245598"
tab10_lin47_col10,29/07/2024
tab10_lin48_col0,    
tab10_lin48_col1,CDB BANCO ITAU 100% do CDI Vencto 04/07/2029
tab10_lin48_col2,"0,551185546064"
tab10_lin48_col3,"1,46330781527"
tab10_lin48_col4,nd
tab10_lin48_col5,nd
tab10_lin48_col6,nd
tab10_lin48_col7,nd
tab10_lin48_col8,nd
tab10_lin48_col9,"1,46330781527"
tab10_lin48_col10,30/07/2024
tab10_lin49_col0,    
tab10_lin49_col1,CDB BANCO ITAU 100% do CDI Vencto 06/06/2029
tab10_lin49_col2,"0,551185547518"
tab10_lin49_col3,"2,26318057886"
tab10_lin49_col4,nd
tab10_lin49_col5,nd
tab10_lin49_col6,nd
tab10_lin49_col7,nd
tab10_lin49_col8,nd
tab10_lin49_col9,"1,50315245583"
tab10_lin49_col10,02/07/2024
tab10_lin50_col0,    
tab10_lin50_col1,CDB BANCO ITAU 100% do CDI Vencto 10/07/2029
tab10_lin50_col2,"0,551185546548"
tab10_lin50_col3,"1,30408559911"
tab10_lin50_col4,nd
tab10_lin50_col5,nd
tab10_lin50_col6,nd
tab10_lin50_col7,nd
tab10_lin50_col8,nd
tab10_lin50_col9,"1,30408559911"
tab10_lin50_col10,05/08/2024
tab10_lin51_col0,    
tab10_lin51_col1,CDB BANCO ITAU 100% do CDI Vencto 12/06/2029
tab10_lin51_col2,"0,551185546915"
tab10_lin51_col3,"2,1027031543"
tab10_lin51_col4,nd
tab10_lin51_col5,nd
tab10_lin51_col6,nd
tab10_lin51_col7,nd
tab10_lin51_col8,nd
tab10_lin51_col9,"1,50315245608"
tab10_lin51_col10,08/07/2024
tab10_lin52_col0,    
tab10_lin52_col1,"LCA BANCO DO BRASIL 97,5% do CDI Vencto 30/07/2027 (0004085)"
tab10_lin52_col2,"0,632479754153"
tab10_lin52_col3,"1,13223320482"
tab10_lin52_col4,nd
tab10_lin52_col5,nd
tab10_lin52_col6,nd
tab10_lin52_col7,nd
tab10_lin52_col8,nd
tab10_lin52_col9,"1,13223320482"
tab10_lin52_col10,15/08/2024
tab10_lin53_col0,    
tab10_lin53_col1,LCA ITAU UNIBANCO SA 100% CDI Vencto 1/4/2025
tab10_lin53_col2,"0,648745934303"
tab10_lin53_col3,"9,21173266607"
tab10_lin53_col4,"3,04783018661"
tab10_lin53_col5,"6,15714720819"
tab10_lin53_col6,"13,4266786397"
tab10_lin53_col7,"32,028117906"
tab10_lin53_col8,nd
tab10_lin53_col9,"1,77068863866"
tab10_lin53_col10,01/04/2022
tab10_lin54_col0,    
tab10_lin54_col1,LCI BANCO ITAU 94% do CDI Venc 23/03/2026
tab10_lin54_col2,"0,60971126506"
tab10_lin54_col3,"5,70364208284"
tab10_lin54_col4,"2,8624089292"
tab10_lin54_col5,nd
tab10_lin54_col6,nd
tab10_lin54_col7,nd
tab10_lin54_col8,nd
tab10_lin54_col9,"1,66359195221"
tab10_lin54_col10,21/03/2024
